Shipment_ID,Origin,Destination,Transport_Mode,Cargo_Type,Weight_KG,Volume_CBM,Distance_KM,Container_Type,Fuel_Price,Season,Carrier,Transit_Days,Actual_Freight_Price_INR
SHP01422,Ahmedabad,Colombo,Sea,Furniture,2165,9.08,6094,LCL,111.58,Off_Peak,Carrier_E,15,72618
SHP01423,Pune,Rotterdam,Sea,Machinery,984,2.86,6684,LCL,97.12,Normal,Carrier_A,16,60847
SHP01424,Pune,Shanghai,Sea,Machinery,1949,1.71,6069,40FT,100.28,Peak,Carrier_D,11,83529
SHP01425,Kolkata,New York,Road,Automotive Parts,2249,6.68,5342,AIR_CARGO,101.13,Peak,Carrier_A,10,99410
SHP01426,Kolkata,Rotterdam,Road,Food Products,1479,1.69,8823,20FT,85.34,Normal,Carrier_A,17,87838
SHP01427,Bengaluru,New York,Sea,Machinery,6826,14.2,3371,40FT_HC,89.61,Normal,Carrier_B,8,60119
SHP01428,Bengaluru,Hamburg,Road,Furniture,5118,16.92,7588,40FT,80.44,Peak,Carrier_E,18,100990
SHP01429,Chennai,Jebel Ali,Sea,Machinery,4744,10.66,8699,AIR_CARGO,111.99,Normal,Carrier_D,18,112387
SHP01430,Pune,Singapore,Road,Food Products,2318,14.06,10759,20FT,103.95,Normal,Carrier_A,17,134614
SHP01431,Bengaluru,Shanghai,Sea,Electronics,1277,5.98,4317,40FT,76.85,Normal,Carrier_A,11,45007
SHP01432,Mumbai,New York,Sea,Machinery,5927,11.05,10397,20FT,96.98,Normal,Carrier_B,18,97947
SHP01433,Pune,New York,Sea,Furniture,3109,4.06,11371,20FT,88.72,Normal,Carrier_C,21,81467
SHP01434,Delhi,Dubai,Air,Textiles,4132,4.88,7960,40FT,107.61,Normal,Carrier_E,17,324684
SHP01435,Mumbai,London,Sea,Furniture,3739,11.33,9371,40FT,88.75,Normal,Carrier_E,19,82041
SHP01436,Ahmedabad,Hamburg,Sea,Chemicals,3059,3.86,5166,AIR_CARGO,100.77,Off_Peak,Carrier_E,13,67582
SHP01437,Bengaluru,Shanghai,Sea,Chemicals,9171,12.77,11450,40FT,81.63,Normal,Carrier_A,22,82556
SHP01438,Kolkata,Shanghai,Air,Machinery,1631,0.5,8215,AIR_CARGO,97.35,Normal,Carrier_A,15,241331
SHP01439,Mumbai,Jebel Ali,Sea,Electronics,2045,0.5,4067,20FT,86.76,Normal,Carrier_A,9,44288
SHP01440,Kolkata,Shanghai,Air,Pharmaceuticals,7265,18.65,5149,40FT,81.6,Normal,Carrier_C,13,187247
SHP01441,Mumbai,Los Angeles,Road,Electronics,2637,5.95,7604,AIR_CARGO,99.77,Normal,Carrier_A,17,99771
SHP01442,Kolkata,Shanghai,Sea,Furniture,2304,9.26,3193,AIR_CARGO,100.55,Off_Peak,Carrier_E,8,49974
SHP01443,Hyderabad,New York,Air,Automotive Parts,2121,1.42,9170,40FT_HC,114.33,Normal,Carrier_E,21,351533
SHP01444,Mumbai,Los Angeles,Sea,Textiles,3888,7.96,3084,AIR_CARGO,101.76,Normal,Carrier_B,10,61157
SHP01445,Ahmedabad,Rotterdam,Road,Electronics,2154,12.12,7306,AIR_CARGO,95.63,Off_Peak,Carrier_C,17,85740
SHP01446,Kolkata,London,Sea,Food Products,2002,3.4,8516,40FT_HC,111.5,Off_Peak,Carrier_D,15,104197
SHP01447,Delhi,Los Angeles,Air,Furniture,3846,10.05,10387,LCL,108.13,Normal,Carrier_A,22,370725
SHP01448,Ahmedabad,Rotterdam,Air,Textiles,2656,3.7,8940,40FT,96.95,Peak,Carrier_D,18,332504
SHP01449,Chennai,Hamburg,Road,Chemicals,1297,2.19,9686,40FT_HC,95.45,Normal,Carrier_A,19,114145
SHP01450,Mumbai,Colombo,Air,Furniture,2553,7.98,10999,AIR_CARGO,112.68,Off_Peak,Carrier_C,21,342825
SHP01451,Delhi,Singapore,Sea,Textiles,6189,17.36,7374,AIR_CARGO,99.69,Normal,Carrier_C,15,75985
SHP01452,Chennai,New York,Sea,Food Products,4111,10.26,10232,40FT,103.55,Off_Peak,Carrier_E,19,97725
SHP01453,Mumbai,Los Angeles,Road,Machinery,6706,14.93,3167,20FT,78.47,Peak,Carrier_C,8,57851
SHP01454,Delhi,Colombo,Sea,Food Products,1554,4.22,9869,40FT_HC,103.73,Normal,Carrier_D,20,100517
SHP01455,Delhi,London,Sea,Food Products,5013,8.99,3049,LCL,85.59,Normal,Carrier_D,8,40307
SHP01456,Ahmedabad,Dubai,Road,Machinery,1640,3.04,11248,40FT,79.62,Normal,Carrier_C,24,100037
SHP01457,Hyderabad,Hamburg,Air,Machinery,1122,4.0,4295,40FT,108.99,Off_Peak,Carrier_D,9,168421
SHP01458,Delhi,Singapore,Air,Machinery,1483,7.48,2476,40FT_HC,102.65,Normal,Carrier_A,5,128213
SHP01459,Hyderabad,London,Sea,Machinery,2723,2.84,2204,AIR_CARGO,91.3,Normal,Carrier_B,2,38144
SHP01460,Bengaluru,Hamburg,Air,Machinery,4877,10.9,2654,AIR_CARGO,92.26,Normal,Carrier_E,8,169488
SHP01461,Ahmedabad,Dubai,Sea,Food Products,3059,3.26,5647,LCL,82.88,Normal,Carrier_B,12,50258
SHP01462,Pune,Rotterdam,Air,Automotive Parts,2263,3.61,6505,40FT_HC,75.38,Normal,Carrier_D,13,148071
SHP01463,Kolkata,Dubai,Sea,Automotive Parts,1278,7.04,11009,40FT,88.97,Off_Peak,Carrier_E,24,73941
SHP01464,Ahmedabad,Los Angeles,Air,Furniture,3954,7.27,4882,40FT_HC,80.94,Peak,Carrier_B,8,188581
SHP01465,Chennai,Singapore,Road,Electronics,4677,10.75,3001,20FT,91.87,Normal,Carrier_B,8,57941
SHP01466,Kolkata,Shanghai,Sea,Automotive Parts,3035,2.28,9054,40FT,108.35,Peak,Carrier_D,17,118997
SHP01467,Kolkata,Jebel Ali,Road,Chemicals,1261,0.76,2049,LCL,79.59,Peak,Carrier_E,7,39874
SHP01468,Pune,New York,Sea,Automotive Parts,4229,3.88,10761,LCL,78.67,Normal,Carrier_E,17,67142
SHP01469,Hyderabad,New York,Road,Food Products,5551,14.33,5208,40FT,111.08,Off_Peak,Carrier_B,13,99473
SHP01470,Pune,Rotterdam,Air,Machinery,6772,17.6,7559,AIR_CARGO,104.81,Peak,Carrier_E,17,400992
SHP01471,Pune,London,Sea,Furniture,1881,5.83,2641,40FT,77.12,Normal,Carrier_E,5,32783
SHP01472,Kolkata,Singapore,Air,Machinery,3320,9.51,2174,40FT,78.18,Normal,Carrier_A,6,98021
SHP01473,Delhi,Shanghai,Road,Pharmaceuticals,1766,5.56,9687,20FT,102.4,Normal,Carrier_D,18,135514
SHP01474,Hyderabad,Rotterdam,Sea,Pharmaceuticals,1373,0.5,5442,40FT,89.81,Normal,Carrier_D,13,60489
SHP01475,Kolkata,Jebel Ali,Sea,Pharmaceuticals,6996,13.51,11848,40FT_HC,103.97,Normal,Carrier_A,25,119999
SHP01476,Hyderabad,Los Angeles,Air,Food Products,3608,0.5,6529,40FT_HC,91.18,Peak,Carrier_B,12,254743
SHP01477,Bengaluru,Los Angeles,Air,Chemicals,5793,11.94,10225,LCL,113.71,Normal,Carrier_C,18,420628
SHP01478,Hyderabad,Shanghai,Air,Automotive Parts,1128,0.5,11770,AIR_CARGO,102.78,Normal,Carrier_B,26,341935
SHP01479,Mumbai,Shanghai,Air,Food Products,3015,7.02,3733,LCL,76.86,Normal,Carrier_A,13,104540
SHP01480,Delhi,Shanghai,Sea,Electronics,3479,18.12,9710,20FT,88.22,Normal,Carrier_E,21,75374
SHP01481,Chennai,Dubai,Air,Furniture,1456,6.6,753,40FT,97.54,Normal,Carrier_A,5,82504
SHP01482,Mumbai,New York,Sea,Machinery,6576,21.78,8317,LCL,80.67,Normal,Carrier_D,16,64899
SHP01483,Mumbai,Colombo,Sea,Pharmaceuticals,2131,8.36,9070,40FT,75.1,Normal,Carrier_E,19,55357
SHP01484,Pune,Singapore,Sea,Textiles,3357,7.59,5990,LCL,78.17,Normal,Carrier_B,14,46488
SHP01485,Pune,Colombo,Sea,Electronics,1748,4.12,2364,40FT,95.97,Normal,Carrier_E,6,45956
SHP01486,Mumbai,Dubai,Sea,Pharmaceuticals,1150,6.2,7592,LCL,100.29,Normal,Carrier_D,19,72945
SHP01487,Kolkata,London,Sea,Chemicals,4526,11.77,10822,40FT_HC,78.72,Normal,Carrier_A,22,74287
SHP01488,Hyderabad,Los Angeles,Air,Electronics,3199,6.46,11210,20FT,101.61,Off_Peak,Carrier_B,23,315090
SHP01489,Hyderabad,New York,Sea,Food Products,2917,12.65,9080,LCL,99.68,Normal,Carrier_C,18,81764
SHP01490,Ahmedabad,Shanghai,Sea,Automotive Parts,2086,6.75,3533,40FT_HC,112.6,Normal,Carrier_C,8,66511
SHP01491,Kolkata,Jebel Ali,Sea,Machinery,3142,1.78,10509,AIR_CARGO,108.63,Normal,Carrier_A,24,108927
SHP01492,Delhi,Jebel Ali,Sea,Furniture,5694,12.84,10721,LCL,112.73,Normal,Carrier_B,22,112634
SHP01493,Kolkata,Jebel Ali,Sea,Chemicals,1603,4.02,4723,40FT,113.64,Normal,Carrier_B,11,76870
SHP01494,Kolkata,Singapore,Sea,Chemicals,3598,6.95,2604,20FT,92.63,Normal,Carrier_E,7,43340
SHP01495,Kolkata,Shanghai,Sea,Textiles,2852,5.25,10559,40FT_HC,94.52,Normal,Carrier_A,20,95544
SHP01496,Delhi,New York,Air,Electronics,2218,3.61,10679,40FT_HC,86.26,Normal,Carrier_E,19,255999
SHP01497,Ahmedabad,Los Angeles,Sea,Textiles,858,0.5,1660,20FT,95.34,Normal,Carrier_A,8,33133
SHP01498,Delhi,Colombo,Sea,Automotive Parts,2481,0.5,11620,LCL,81.03,Peak,Carrier_D,25,80445
SHP01499,Bengaluru,Shanghai,Sea,Pharmaceuticals,3871,6.6,6630,40FT,101.86,Off_Peak,Carrier_A,17,69792
SHP01500,Ahmedabad,Shanghai,Road,Automotive Parts,3086,5.75,11928,AIR_CARGO,76.0,Peak,Carrier_E,22,113930
SHP01501,Bengaluru,Dubai,Sea,Pharmaceuticals,981,0.5,5618,LCL,84.43,Peak,Carrier_B,15,59605
SHP01502,Bengaluru,London,Sea,Textiles,5623,9.29,6633,20FT,83.32,Normal,Carrier_A,18,60088
SHP01503,Bengaluru,Jebel Ali,Sea,Machinery,7297,16.36,3560,LCL,112.52,Off_Peak,Carrier_B,11,68397
SHP01504,Hyderabad,Rotterdam,Sea,Automotive Parts,2328,9.67,10838,LCL,80.8,Normal,Carrier_D,25,71549
SHP01505,Mumbai,New York,Sea,Textiles,11229,30.6,5603,20FT,110.63,Normal,Carrier_C,14,92115
SHP01506,Mumbai,Dubai,Sea,Electronics,1458,7.47,9868,20FT,79.97,Normal,Carrier_C,18,63751
SHP01507,Bengaluru,London,Sea,Textiles,1094,0.5,1417,AIR_CARGO,101.03,Normal,Carrier_E,6,40388
SHP01508,Bengaluru,London,Sea,Textiles,1293,2.19,9565,20FT,87.8,Normal,Carrier_A,17,71038
SHP01509,Chennai,Hamburg,Sea,Food Products,2932,11.92,6138,20FT,87.64,Peak,Carrier_D,12,66289
SHP01510,Pune,Jebel Ali,Air,Automotive Parts,787,0.5,562,20FT,114.93,Off_Peak,Carrier_D,4,81177
SHP01511,Mumbai,Hamburg,Air,Furniture,2043,3.03,3102,40FT_HC,84.04,Normal,Carrier_B,8,118036
SHP01512,Pune,Dubai,Air,Machinery,16840,40.98,2728,20FT,83.1,Off_Peak,Carrier_E,8,261760
SHP01513,Pune,London,Road,Machinery,941,0.5,9145,20FT,98.57,Normal,Carrier_D,15,122285
SHP01514,Chennai,Rotterdam,Sea,Food Products,1752,5.89,5988,20FT,104.63,Off_Peak,Carrier_A,13,53646
SHP01515,Pune,New York,Sea,Pharmaceuticals,1275,9.22,2337,AIR_CARGO,114.3,Normal,Carrier_D,7,61724
SHP01516,Ahmedabad,Hamburg,Sea,Chemicals,2077,9.84,3453,LCL,103.06,Normal,Carrier_C,10,52504
SHP01517,Chennai,London,Sea,Pharmaceuticals,1994,4.04,6297,20FT,97.47,Normal,Carrier_E,15,67957
SHP01518,Pune,New York,Road,Machinery,1618,7.11,726,20FT,91.37,Peak,Carrier_B,4,36093
SHP01519,Pune,Jebel Ali,Sea,Textiles,2258,0.5,5377,AIR_CARGO,98.8,Normal,Carrier_A,11,63678
SHP01520,Kolkata,Colombo,Road,Food Products,3773,10.1,8298,LCL,99.03,Peak,Carrier_C,18,123942
SHP01521,Pune,New York,Sea,Electronics,6152,13.43,6454,AIR_CARGO,83.71,Peak,Carrier_D,13,76078
SHP01522,Hyderabad,London,Road,Automotive Parts,2078,4.35,7378,40FT,101.85,Normal,Carrier_E,17,110303
SHP01523,Ahmedabad,Dubai,Sea,Automotive Parts,2509,6.39,4256,40FT,83.18,Off_Peak,Carrier_E,11,42530
SHP01524,Delhi,Hamburg,Sea,Furniture,3378,9.59,2605,40FT,94.6,Normal,Carrier_A,7,48012
SHP01525,Mumbai,Hamburg,Sea,Automotive Parts,1120,0.5,9812,20FT,85.39,Normal,Carrier_B,18,69424
SHP01526,Bengaluru,Los Angeles,Sea,Textiles,2264,1.47,10915,AIR_CARGO,87.51,Normal,Carrier_C,24,75695
SHP01527,Pune,London,Sea,Electronics,1800,3.26,6374,20FT,99.56,Off_Peak,Carrier_B,15,69440
SHP01528,Ahmedabad,Los Angeles,Sea,Food Products,4642,3.94,4008,40FT,77.58,Normal,Carrier_A,13,39487
SHP01529,Bengaluru,Rotterdam,Air,Food Products,7807,19.14,6379,LCL,75.48,Off_Peak,Carrier_A,15,177804
SHP01530,Delhi,Rotterdam,Sea,Automotive Parts,1509,6.92,10608,LCL,80.22,Peak,Carrier_C,23,73723
SHP01531,Ahmedabad,London,Sea,Electronics,5745,19.25,8451,AIR_CARGO,81.75,Normal,Carrier_E,14,63633
SHP01532,Mumbai,Hamburg,Sea,Electronics,969,2.69,10374,LCL,82.91,Normal,Carrier_E,21,67754
SHP01533,Ahmedabad,Jebel Ali,Air,Electronics,2848,14.33,4276,40FT,105.96,Normal,Carrier_C,9,198416
SHP01534,Bengaluru,Singapore,Sea,Machinery,2960,6.91,8688,AIR_CARGO,92.87,Normal,Carrier_B,19,77704
SHP01535,Bengaluru,Rotterdam,Sea,Machinery,953,0.5,8010,AIR_CARGO,93.8,Normal,Carrier_C,17,72476
SHP01536,Kolkata,Hamburg,Sea,Automotive Parts,1459,3.25,7074,40FT,100.77,Off_Peak,Carrier_E,17,73639
SHP01537,Pune,Shanghai,Sea,Electronics,1370,2.44,6575,40FT,104.16,Peak,Carrier_B,18,87778
SHP01538,Chennai,Shanghai,Air,Chemicals,1066,4.6,6836,40FT,75.14,Peak,Carrier_D,13,158950
SHP01539,Ahmedabad,Los Angeles,Sea,Electronics,442,2.13,10271,40FT,109.27,Peak,Carrier_B,23,121210
SHP01540,Bengaluru,New York,Sea,Food Products,2185,6.0,11034,AIR_CARGO,114.54,Peak,Carrier_E,23,129796
SHP01541,Hyderabad,Jebel Ali,Air,Food Products,2363,9.49,1798,LCL,79.87,Normal,Carrier_A,9,72252
SHP01542,Mumbai,Los Angeles,Sea,Automotive Parts,2351,3.88,7041,40FT,101.04,Normal,Carrier_B,16,78150
SHP01543,Hyderabad,Shanghai,Sea,Chemicals,4112,11.95,11062,40FT_HC,75.1,Normal,Carrier_B,23,77269
SHP01544,Delhi,Jebel Ali,Sea,Electronics,709,2.81,2050,AIR_CARGO,76.96,Normal,Carrier_A,7,27146
SHP01545,Ahmedabad,Singapore,Road,Pharmaceuticals,1952,5.1,5248,20FT,86.4,Normal,Carrier_E,13,65599
SHP01546,Kolkata,New York,Sea,Chemicals,13201,31.17,1524,LCL,108.86,Normal,Carrier_D,8,78077
SHP01547,Mumbai,Los Angeles,Air,Furniture,4449,5.51,1805,AIR_CARGO,101.1,Peak,Carrier_D,4,193897
SHP01548,Kolkata,Shanghai,Sea,Automotive Parts,4466,9.62,10897,40FT,92.83,Normal,Carrier_C,21,87082
SHP01549,Chennai,Rotterdam,Sea,Food Products,1291,2.31,5631,40FT_HC,92.54,Normal,Carrier_D,16,70147
SHP01550,Bengaluru,Rotterdam,Sea,Pharmaceuticals,2201,2.35,8421,20FT,93.64,Normal,Carrier_D,13,76163
SHP01551,Pune,Los Angeles,Road,Food Products,561,0.5,2098,LCL,87.44,Normal,Carrier_B,6,34549
SHP01552,Mumbai,Singapore,Sea,Machinery,3658,6.48,752,40FT,110.11,Normal,Carrier_C,4,50929
SHP01553,Delhi,Singapore,Air,Automotive Parts,6212,12.9,10741,AIR_CARGO,97.71,Normal,Carrier_D,21,390921
SHP01554,Pune,London,Road,Automotive Parts,974,0.5,7107,AIR_CARGO,94.36,Normal,Carrier_B,18,85910
SHP01555,Ahmedabad,New York,Sea,Electronics,1177,0.5,730,LCL,93.6,Normal,Carrier_C,4,23153
SHP01556,Chennai,Hamburg,Sea,Electronics,2448,0.5,11912,40FT_HC,112.43,Normal,Carrier_B,23,129299
SHP01557,Chennai,Singapore,Sea,Machinery,2762,7.76,6160,40FT,103.95,Peak,Carrier_A,12,85014
SHP01558,Kolkata,New York,Sea,Pharmaceuticals,1758,8.1,5973,LCL,80.79,Peak,Carrier_E,13,55954
SHP01559,Chennai,Singapore,Air,Furniture,1472,3.57,7641,LCL,92.48,Peak,Carrier_E,18,238863
SHP01560,Mumbai,London,Road,Textiles,1482,1.91,591,AIR_CARGO,86.53,Peak,Carrier_E,3,26687
SHP01561,Kolkata,Colombo,Sea,Chemicals,2422,0.5,7045,LCL,114.47,Peak,Carrier_D,15,102772
SHP01562,Pune,Singapore,Sea,Textiles,3659,0.5,7739,20FT,91.62,Normal,Carrier_E,15,73183
SHP01563,Chennai,New York,Air,Textiles,2421,5.63,3915,20FT,77.71,Normal,Carrier_E,10,111698
SHP01564,Ahmedabad,London,Sea,Automotive Parts,2275,7.88,8859,40FT,91.45,Normal,Carrier_C,19,77565
SHP01565,Pune,London,Air,Chemicals,797,0.5,4840,LCL,87.85,Normal,Carrier_C,9,122575
SHP01566,Delhi,New York,Sea,Automotive Parts,4392,14.68,8754,AIR_CARGO,98.98,Normal,Carrier_C,20,86966
SHP01567,Ahmedabad,New York,Air,Furniture,2418,3.0,2154,40FT,84.04,Normal,Carrier_D,9,101639
SHP01568,Hyderabad,Rotterdam,Sea,Chemicals,1882,8.82,11008,40FT_HC,76.44,Normal,Carrier_E,22,66226
SHP01569,Mumbai,Colombo,Sea,Food Products,2951,3.9,10614,AIR_CARGO,78.84,Normal,Carrier_D,22,70293
SHP01570,Delhi,London,Sea,Automotive Parts,1445,0.5,2232,40FT_HC,86.33,Off_Peak,Carrier_D,4,32212
SHP01571,Delhi,Rotterdam,Sea,Automotive Parts,1908,7.05,11292,40FT,88.93,Normal,Carrier_D,24,93501
SHP01572,Kolkata,Jebel Ali,Sea,Automotive Parts,2681,2.69,6914,20FT,108.38,Peak,Carrier_D,15,96558
SHP01573,Bengaluru,Los Angeles,Air,Pharmaceuticals,1608,0.5,8569,AIR_CARGO,85.8,Off_Peak,Carrier_D,17,193164
SHP01574,Kolkata,Los Angeles,Road,Machinery,858,3.97,10163,AIR_CARGO,76.26,Off_Peak,Carrier_D,19,82513
SHP01575,Mumbai,London,Sea,Automotive Parts,772,0.5,1461,40FT,106.23,Peak,Carrier_E,8,54062
SHP01576,Mumbai,Rotterdam,Sea,Furniture,3340,2.3,2447,AIR_CARGO,109.76,Peak,Carrier_C,7,66358
SHP01577,Kolkata,Colombo,Sea,Electronics,2450,11.08,3839,AIR_CARGO,94.69,Normal,Carrier_B,7,47003
SHP01578,Bengaluru,Colombo,Sea,Electronics,2394,4.88,5988,40FT,86.4,Normal,Carrier_B,15,56162
SHP01579,Ahmedabad,Jebel Ali,Sea,Chemicals,1175,0.5,4480,LCL,105.89,Off_Peak,Carrier_B,11,62086
SHP01580,Kolkata,London,Sea,Food Products,2467,4.02,6317,40FT,75.36,Normal,Carrier_A,14,49666
SHP01581,Mumbai,Singapore,Sea,Machinery,1927,13.12,2638,AIR_CARGO,111.96,Off_Peak,Carrier_C,9,46722
SHP01582,Bengaluru,Jebel Ali,Sea,Pharmaceuticals,1693,4.48,8345,40FT,109.62,Peak,Carrier_E,12,106456
SHP01583,Mumbai,Rotterdam,Sea,Chemicals,2381,3.1,1141,AIR_CARGO,96.79,Normal,Carrier_D,1,37273
SHP01584,Bengaluru,Singapore,Sea,Electronics,3031,9.22,4657,40FT_HC,86.1,Off_Peak,Carrier_B,13,54868
SHP01585,Bengaluru,Los Angeles,Road,Machinery,7797,16.75,2559,40FT_HC,76.31,Normal,Carrier_C,6,42139
SHP01586,Pune,Dubai,Sea,Machinery,3610,6.56,8894,20FT,114.99,Peak,Carrier_E,17,119992
SHP01587,Kolkata,Los Angeles,Air,Food Products,4365,7.77,10662,40FT,105.48,Off_Peak,Carrier_B,19,353469
SHP01588,Kolkata,London,Sea,Furniture,5126,15.62,1406,40FT,88.55,Peak,Carrier_C,5,41984
SHP01589,Kolkata,New York,Sea,Machinery,1521,4.4,9528,40FT_HC,75.77,Peak,Carrier_E,20,67212
SHP01590,Bengaluru,Los Angeles,Air,Automotive Parts,2029,10.52,10801,40FT_HC,100.57,Normal,Carrier_C,25,310622
SHP01591,Bengaluru,Shanghai,Air,Machinery,1388,4.53,11701,40FT_HC,114.48,Normal,Carrier_D,24,418455
SHP01592,Mumbai,Los Angeles,Road,Food Products,1605,9.93,7163,20FT,103.28,Normal,Carrier_C,14,91594
SHP01593,Delhi,Los Angeles,Sea,Chemicals,1893,7.11,4265,20FT,78.35,Off_Peak,Carrier_C,11,33755
SHP01594,Kolkata,Los Angeles,Sea,Food Products,1580,2.72,4203,LCL,91.09,Normal,Carrier_A,12,43944
SHP01595,Pune,Los Angeles,Air,Pharmaceuticals,2892,6.34,4858,40FT,79.37,Normal,Carrier_D,13,146100
SHP01596,Hyderabad,Singapore,Sea,Food Products,3312,15.2,7546,20FT,111.49,Normal,Carrier_C,17,87028
SHP01597,Mumbai,Singapore,Sea,Electronics,1070,7.76,6138,AIR_CARGO,88.22,Normal,Carrier_D,14,56177
SHP01598,Mumbai,Los Angeles,Sea,Automotive Parts,2041,11.05,8017,40FT,104.34,Normal,Carrier_C,15,82213
SHP01599,Chennai,Hamburg,Sea,Furniture,2056,0.87,952,LCL,78.39,Off_Peak,Carrier_D,2,24035
SHP01600,Kolkata,Hamburg,Road,Electronics,960,0.5,1718,40FT_HC,80.14,Off_Peak,Carrier_E,3,32059
SHP01601,Ahmedabad,Singapore,Sea,Chemicals,1519,0.5,11730,LCL,102.18,Normal,Carrier_B,24,97046
SHP01602,Mumbai,Dubai,Sea,Textiles,4411,11.16,11947,40FT,108.74,Normal,Carrier_A,25,118452
SHP01603,Chennai,New York,Sea,Chemicals,4374,7.83,9087,40FT_HC,83.06,Normal,Carrier_B,21,75938
SHP01604,Hyderabad,Jebel Ali,Sea,Automotive Parts,867,2.17,3449,LCL,91.73,Peak,Carrier_C,9,41050
SHP01605,Pune,Shanghai,Sea,Machinery,3398,6.29,11464,LCL,99.78,Peak,Carrier_C,25,108070
SHP01606,Hyderabad,Shanghai,Sea,Food Products,961,0.5,2958,40FT,106.85,Off_Peak,Carrier_E,7,50474
SHP01607,Ahmedabad,Los Angeles,Sea,Textiles,1926,6.3,8911,20FT,100.13,Normal,Carrier_C,20,71002
SHP01608,Kolkata,Dubai,Air,Automotive Parts,2347,5.71,1825,AIR_CARGO,78.82,Normal,Carrier_D,3,85765
SHP01609,Bengaluru,Hamburg,Sea,Electronics,4078,15.03,7962,LCL,96.71,Normal,Carrier_B,16,78878
SHP01610,Chennai,Hamburg,Sea,Food Products,2232,5.95,9234,AIR_CARGO,110.38,Normal,Carrier_C,15,93442
SHP01611,Bengaluru,Dubai,Road,Chemicals,1293,6.21,10386,40FT,109.72,Peak,Carrier_E,21,167857
SHP01612,Hyderabad,New York,Air,Electronics,1158,0.5,8945,40FT,98.4,Normal,Carrier_A,21,253358
SHP01613,Hyderabad,Singapore,Sea,Automotive Parts,2788,8.03,11120,20FT,114.83,Normal,Carrier_B,22,123185
SHP01614,Delhi,New York,Sea,Automotive Parts,1656,7.18,6491,40FT_HC,79.2,Off_Peak,Carrier_E,15,49712
SHP01615,Delhi,London,Sea,Chemicals,1917,6.79,8290,AIR_CARGO,94.14,Normal,Carrier_E,18,72239
SHP01616,Pune,London,Air,Textiles,4698,10.28,4750,LCL,106.0,Off_Peak,Carrier_B,9,218388
SHP01617,Ahmedabad,Hamburg,Road,Chemicals,3317,9.3,619,40FT_HC,80.64,Normal,Carrier_E,3,34044
SHP01618,Delhi,Jebel Ali,Air,Machinery,7013,19.19,9202,AIR_CARGO,113.91,Off_Peak,Carrier_A,21,387265
SHP01619,Delhi,London,Sea,Electronics,1290,7.88,10503,AIR_CARGO,89.16,Off_Peak,Carrier_A,23,68963
SHP01620,Ahmedabad,Hamburg,Air,Textiles,1577,1.51,2500,40FT_HC,89.01,Normal,Carrier_C,5,102086
SHP01621,Mumbai,Los Angeles,Sea,Food Products,2817,2.24,829,40FT_HC,83.53,Normal,Carrier_D,1,38496
SHP01622,Delhi,Colombo,Sea,Pharmaceuticals,8154,16.09,2392,20FT,86.52,Normal,Carrier_C,7,49601
SHP01623,Mumbai,Colombo,Sea,Machinery,1491,4.13,10796,LCL,98.1,Normal,Carrier_D,20,93065
SHP01624,Mumbai,Rotterdam,Road,Textiles,2563,6.12,3898,LCL,92.17,Normal,Carrier_B,9,58571
SHP01625,Kolkata,Los Angeles,Sea,Pharmaceuticals,5901,16.56,3188,LCL,82.74,Normal,Carrier_E,5,37380
SHP01626,Mumbai,Colombo,Air,Pharmaceuticals,2582,9.47,668,40FT_HC,107.37,Normal,Carrier_C,5,117690
SHP01627,Mumbai,New York,Sea,Electronics,4852,4.01,3916,20FT,77.49,Normal,Carrier_E,9,39830
SHP01628,Delhi,Rotterdam,Sea,Automotive Parts,8923,19.32,8730,40FT,108.39,Peak,Carrier_C,18,124238
SHP01629,Mumbai,Hamburg,Sea,Food Products,3029,8.06,11530,20FT,86.0,Peak,Carrier_C,21,87308
SHP01630,Bengaluru,Dubai,Sea,Chemicals,3368,12.48,4097,40FT_HC,94.84,Peak,Carrier_A,9,64466
SHP01631,Ahmedabad,Dubai,Air,Electronics,4052,9.43,3268,20FT,90.24,Normal,Carrier_D,8,162046
SHP01632,Delhi,Hamburg,Sea,Machinery,1389,8.77,10713,40FT_HC,97.82,Normal,Carrier_B,20,90967
SHP01633,Ahmedabad,Jebel Ali,Air,Furniture,954,4.48,10304,AIR_CARGO,106.84,Normal,Carrier_E,20,321064
SHP01634,Chennai,Hamburg,Air,Pharmaceuticals,2771,8.12,4274,AIR_CARGO,114.57,Normal,Carrier_C,13,214293
SHP01635,Delhi,Singapore,Road,Machinery,1665,3.52,1291,40FT,87.24,Peak,Carrier_E,1,44381
SHP01636,Mumbai,Dubai,Sea,Pharmaceuticals,4956,11.7,11908,AIR_CARGO,97.15,Normal,Carrier_A,24,100442
SHP01637,Bengaluru,Colombo,Sea,Automotive Parts,3067,8.63,8328,40FT,93.64,Off_Peak,Carrier_B,16,70571
SHP01638,Ahmedabad,Shanghai,Sea,Furniture,4902,10.89,11156,LCL,114.96,Normal,Carrier_D,25,124818
SHP01639,Delhi,Rotterdam,Road,Automotive Parts,1145,7.18,4432,40FT_HC,107.36,Off_Peak,Carrier_D,10,76918
SHP01640,Bengaluru,Jebel Ali,Road,Food Products,4794,14.93,7948,LCL,90.88,Peak,Carrier_C,14,103056
SHP01641,Ahmedabad,London,Sea,Chemicals,561,6.13,8257,LCL,94.08,Peak,Carrier_B,17,80709
